,citybike_index,id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,phone,display_phone,distance,categories_names
1529,144.0,Tl7g7mnbbWjg3AXAsA0wFQ,sir-winston-churchill-park-toronto,Sir Winston Churchill Park,https://s3-media1.fl.yelpcdn.com/bphoto/RSnX6VM0C0hZasrf0yL1oA/o.jpg,False,https://www.yelp.com/biz/sir-winston-churchill-park-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,9.0,"[{'alias': 'parks', 'title': 'Parks'}]",4.0,[],,,750.1650897147856,parks
1530,144.0,UyuZdykv7XBAUftkNC6YiQ,cedarvale-ravine-toronto,Cedarvale Ravine,https://s3-media1.fl.yelpcdn.com/bphoto/v4nObeoBBxpqv0iAuZCgTQ/o.jpg,False,https://www.yelp.com/biz/cedarvale-ravine-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,3.0,"[{'alias': 'parks', 'title': 'Parks'}]",4.5,[],,,549.0480560436844,parks
1531,145.0,T6yj2qsoUbHTs6r_z6JAvg,glen-stewart-ravine-toronto,Glen Stewart Ravine,https://s3-media3.fl.yelpcdn.com/bphoto/BQMzhwqJtC3S5vdX6XjnWQ/o.jpg,False,https://www.yelp.com/biz/glen-stewart-ravine-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,9.0,"[{'alias': 'parks', 'title': 'Parks'}]",4.5,[],,,1010.0849951177081,parks
1532,145.0,DMhI-vaHhroN3T6lZ54jvw,kew-balmy-beach-toronto,Kew-Balmy Beach,https://s3-media3.fl.yelpcdn.com/bphoto/h-CrqkquWwrktsBwPMtkSw/o.jpg,False,https://www.yelp.com/biz/kew-balmy-beach-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,6.0,"[{'alias': 'beaches', 'title': 'Beaches'}]",4.0,[],,,428.95095291375793,beaches
1533,145.0,-bcdHpXsq2Zun0rWn5aBFA,the-beach-village-bia-toronto,The Beach Village BIA,,False,https://www.yelp.com/biz/the-beach-village-bia-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,1.0,"[{'alias': 'beaches', 'title': 'Beaches'}]",5.0,[],+14166932242,+1 416-693-2242,36.45932348783915,beaches
1534,146.0,ghM2rS76p5v4Qs66P52PIQ,kew-gardens-toronto,Kew Gardens,https://s3-media4.fl.yelpcdn.com/bphoto/2aO3yCU4qFxxLp8YF8LPHA/o.jpg,False,https://www.yelp.com/biz/kew-gardens-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,19.0,"[{'alias': 'parks', 'title': 'Parks'}]",4.0,[],,,335.98638442650633,parks
1535,146.0,Drn62oroI35wMeg1aMWlCw,woodbine-park-toronto,Woodbine Park,https://s3-media2.fl.yelpcdn.com/bphoto/RPuAR4UOseTVor-suCi9bw/o.jpg,False,https://www.yelp.com/biz/woodbine-park-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,10.0,"[{'alias': 'parks', 'title': 'Parks'}]",4.0,[],,,979.3909286159885,parks
1536,146.0,KN8lmBmEGBOujH2mjmKByQ,pantry-park-toronto,Pantry Park,https://s3-media3.fl.yelpcdn.com/bphoto/BM2gikHhtVgI_Qb6vROkXA/o.jpg,False,https://www.yelp.com/biz/pantry-park-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,1.0,"[{'alias': 'parks', 'title': 'Parks'}]",5.0,[],,,178.2022551850594,parks
1537,146.0,Tfb0k0UCxMhOe-YvspX3Pg,woodbine-beach-toronto,Woodbine Beach,https://s3-media2.fl.yelpcdn.com/bphoto/q9qGH8zTv975W_JrSP69ug/o.jpg,False,https://www.yelp.com/biz/woodbine-beach-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,26.0,"[{'alias': 'beaches', 'title': 'Beaches'}]",4.5,[],,,750.9621842651735,beaches
1538,146.0,-Za5mjo-CYYUMsd1r8GC7Q,ashbridges-bay-park-toronto,Ashbridges Bay Park,https://s3-media3.fl.yelpcdn.com/bphoto/zhjfNfJSyN94fFoKNbZLmA/o.jpg,False,https://www.yelp.com/biz/ashbridges-bay-park-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,30.0,"[{'alias': 'beaches', 'title': 'Beaches'}, {'alias': 'parks', 'title': 'Parks'}]",3.5,[],,,917.3140738978041,beaches
1539,146.0,dr57Gr2FeEGL7xSutbGSaQ,measurement-park-toronto,Measurement Park,https://s3-media2.fl.yelpcdn.com/bphoto/BKZYC04J9N5NdaLRbZzHOg/o.jpg,False,https://www.yelp.com/biz/measurement-park-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,3.0,"[{'alias': 'parks', 'title': 'Parks'}]",3.0,[],,,898.8078879091006,parks
1540,147.0,wJK311GrpDS9KSaPdz27hQ,trinity-bellwoods-park-toronto,Trinity Bellwoods Park,https://s3-media1.fl.yelpcdn.com/bphoto/arY2oObloVl-TiIyJPKiKg/o.jpg,False,https://www.yelp.com/biz/trinity-bellwoods-park-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,93.0,"[{'alias': 'parks', 'title': 'Parks'}, {'alias': 'playgrounds', 'title': 'Playgrounds'}]",4.5,[],+14163920743,+1 416-392-0743,892.9011454809064,parks
1541,147.0,DaWkK0yWouafKBQWhMqfGg,lisgar-park-toronto,Lisgar Park,https://s3-media1.fl.yelpcdn.com/bphoto/2aa08Peeo-qEQOgm5k3F5Q/o.jpg,False,https://www.yelp.com/biz/lisgar-park-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,1.0,"[{'alias': 'dog_parks', 'title': 'Dog Parks'}]",4.0,[],+14163922489,+1 416-392-2489,968.2884659614133,dog_parks
1542,147.0,tyVRfb_Xr7r9aQ73Q-NQXQ,dufferin-grove-park-toronto,Dufferin Grove Park,https://s3-media2.fl.yelpcdn.com/bphoto/VUSghAdEnzksV-BBxPl5Ww/o.jpg,False,https://www.yelp.com/biz/dufferin-grove-park-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,14.0,"[{'alias': 'parks', 'title': 'Parks'}]",5.0,[],+14163920913,+1 416-392-0913,920.0585217324968,parks
1543,147.0,2pzS4-GHWWTl0VFjyTNT_w,fred-hamilton-park-toronto,Fred Hamilton Park,https://s3-media4.fl.yelpcdn.com/bphoto/PdCecOJGBOY3yLuO030WiA/o.jpg,False,https://www.yelp.com/biz/fred-hamilton-park-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,2.0,"[{'alias': 'parks', 'title': 'Parks'}]",4.5,[],,,348.7972417925585,parks
1544,148.0,iRxYSTxCLRFu7HWiiHaxUw,bellevue-square-park-toronto,Bellevue Square Park,https://s3-media1.fl.yelpcdn.com/bphoto/IiV3Py4KXJGyp4maD5uM6g/o.jpg,False,https://www.yelp.com/biz/bellevue-square-park-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,15.0,"[{'alias': 'parks', 'title': 'Parks'}]",4.0,[],,,363.5945550535334,parks
1545,148.0,nJJXgPK89KmQy3BXqRnVzA,grange-park-toronto,Grange Park,https://s3-media2.fl.yelpcdn.com/bphoto/WQeEzSuHjGFv5iBClAHRRw/o.jpg,False,https://www.yelp.com/biz/grange-park-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,15.0,"[{'alias': 'parks', 'title': 'Parks'}]",4.0,[],,,536.6049675904305,parks
1546,148.0,CZdfFn8YZiCOUF0rmiUEKw,queens-park-toronto,Queen's Park,https://s3-media2.fl.yelpcdn.com/bphoto/pxgnP8qi2cYYQPSGB7fJOQ/o.jpg,False,https://www.yelp.com/biz/queens-park-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,32.0,"[{'alias': 'parks', 'title': 'Parks'}]",4.5,[],,,1153.6751995784318,parks
1547,148.0,09x-yFf6sNslMLfz9BI20A,alexandra-park-toronto,Alexandra Park,https://s3-media3.fl.yelpcdn.com/bphoto/pOYNQBaEy5OATNkQYMY5AQ/o.jpg,False,https://www.yelp.com/biz/alexandra-park-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,14.0,"[{'alias': 'parks', 'title': 'Parks'}]",3.5,[],,,675.9257555852155,parks
1548,148.0,LpK3gM75BpXfPP69n2CnVA,alex-wilson-community-garden-toronto,Alex Wilson Community Garden,https://s3-media1.fl.yelpcdn.com/bphoto/tZXNaUI5z_FguOWukobKrA/o.jpg,False,https://www.yelp.com/biz/alex-wilson-community-garden-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,2.0,"[{'alias': 'gardens', 'title': 'Botanical Gardens'}, {'alias': 'parks', 'title': 'Parks'}]",4.0,[],,,867.6459240626406,gardens
1549,148.0,jrHdn36_8FGU4R_6tpdLbA,mccaul-orde-parkette-toronto,McCaul-Orde Parkette,https://s3-media3.fl.yelpcdn.com/bphoto/DxRIs0FbMRIJOpY6I3SW7w/o.jpg,False,https://www.yelp.com/biz/mccaul-orde-parkette-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,1.0,"[{'alias': 'parks', 'title': 'Parks'}]",2.0,[],,,559.4186462984901,parks
1550,148.0,YI3fAx_JUjQ-VdKiNvz5Xw,julius-deutsch-park-toronto,Julius Deutsch Park,https://s3-media1.fl.yelpcdn.com/bphoto/wb1CUBAzed3tvObl83kzYQ/o.jpg,False,https://www.yelp.com/biz/julius-deutsch-park-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,1.0,"[{'alias': 'parks', 'title': 'Parks'}]",4.0,[],,,214.74882252139065,parks
1551,148.0,Sx_COu59aF45gDXvwAlyeA,gardens-of-the-osgoode-hall-toronto,Gardens of the Osgoode Hall,https://s3-media3.fl.yelpcdn.com/bphoto/X5XRj-ezZMdCG1WCcuMOQQ/o.jpg,False,https://www.yelp.com/biz/gardens-of-the-osgoode-hall-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,1.0,"[{'alias': 'parks', 'title': 'Parks'}]",4.0,[],,,1023.4157777274205,parks
1552,148.0,qSPVEwRWB8XGeaXU5yzY_A,randy-padmore-park-toronto,Randy Padmore Park,https://s3-media1.fl.yelpcdn.com/bphoto/tYC1OeDB_4cCOXp39NzGRA/o.jpg,False,https://www.yelp.com/biz/randy-padmore-park-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,1.0,"[{'alias': 'playgrounds', 'title': 'Playgrounds'}]",3.0,[],,,599.9655909117163,playgrounds
1553,148.0,vaA4LvE8N18KLYLagPyIYw,scadding-court-community-centre-toronto,Scadding Court Community Centre,https://s3-media3.fl.yelpcdn.com/bphoto/gxItkKguh8lCf7G0RY57Vg/o.jpg,False,https://www.yelp.com/biz/scadding-court-community-centre-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,6.0,"[{'alias': 'recreation', 'title': 'Recreation Centers'}]",3.5,[],+14163920335,+1 416-392-0335,582.5142859881965,recreation
1554,148.0,MpS6scSGMAJjjEcEJT3bHQ,harry-gairey-rink-toronto,Harry Gairey Rink,https://s3-media2.fl.yelpcdn.com/bphoto/1VEAKvkIB1xVK38j93yigg/o.jpg,False,https://www.yelp.com/biz/harry-gairey-rink-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,1.0,"[{'alias': 'skatingrinks', 'title': 'Skating Rinks'}, {'alias': 'skate_parks', 'title': 'Skate Parks'}]",5.0,[],+14163927686,+1 416-392-7686,635.3755763676824,skatingrinks
1555,148.0,QX96lCxUkkXTZiEEO9Sv5Q,st-andrews-playground-toronto,St. Andrew's Playground,https://s3-media3.fl.yelpcdn.com/bphoto/1_JFUOH0_FMl8Vc0FJkibg/o.jpg,False,https://www.yelp.com/biz/st-andrews-playground-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,7.0,"[{'alias': 'playgrounds', 'title': 'Playgrounds'}]",3.0,[],+14163921111,+1 416-392-1111,955.7828492976746,playgrounds
1556,148.0,wTPfe8FT_2Lob8h8gLr1BA,ontario-veterans-memorial-toronto,Ontario Veterans Memorial,https://s3-media3.fl.yelpcdn.com/bphoto/BnLHpCrUPi0rjTCMEgDmAw/o.jpg,False,https://www.yelp.com/biz/ontario-veterans-memorial-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,1.0,"[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",5.0,[],,,1024.1695070041485,landmarks
1557,148.0,s-vl0XY33D6yNCK71uoSww,university-settlement-recreation-centre-toronto,University Settlement Recreation Centre,https://s3-media2.fl.yelpcdn.com/bphoto/I8VfLELmcyu1bhTlI6If6w/o.jpg,False,https://www.yelp.com/biz/university-settlement-recreation-centre-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,2.0,"[{'alias': 'recreation', 'title': 'Recreation Centers'}]",5.0,[],+14165983444,+1 416-598-3444,640.1226657941776,recreation
1558,148.0,HjG5F8EZ4As7DztGIUmLuQ,front-campus-toronto,Front Campus,,False,https://www.yelp.com/biz/front-campus-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,1.0,"[{'alias': 'parks', 'title': 'Parks'}]",5.0,[],,,806.647710568936,parks
1559,149.0,80sQO48UKXo9IbYnyoUO7Q,st-james-park-toronto,St. James' Park,https://s3-media2.fl.yelpcdn.com/bphoto/1HCflcjNQkB_RgZM_5C_wQ/o.jpg,False,https://www.yelp.com/biz/st-james-park-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,11.0,"[{'alias': 'parks', 'title': 'Parks'}]",4.0,[],+14163647865,+1 416-364-7865,292.4419969453355,parks
1560,149.0,8wUlW8b5yAoZifQWf-jABw,berczy-park-toronto,Berczy Park,https://s3-media4.fl.yelpcdn.com/bphoto/6Mw64akA9EDfVbGLDam1hg/o.jpg,False,https://www.yelp.com/biz/berczy-park-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,17.0,"[{'alias': 'parks', 'title': 'Parks'}]",4.5,[],,,575.2678820849335,parks
1561,149.0,NllWTRbNwy-btykLu3w2qA,waters-edge-promenade-toronto,Water's Edge Promenade,https://s3-media2.fl.yelpcdn.com/bphoto/rMohkgti3czr2QJKWUy2-g/o.jpg,False,https://www.yelp.com/biz/waters-edge-promenade-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,1.0,"[{'alias': 'parks', 'title': 'Parks'}, {'alias': 'lakes', 'title': 'Lakes'}]",5.0,[],,,920.5094495922046,parks
1562,149.0,Pgze_z6phaE2HyKf_jxbVQ,aitken-place-park-toronto,Aitken Place Park,https://s3-media3.fl.yelpcdn.com/bphoto/BFQsQ7oISoEy4p77j5oBUQ/o.jpg,False,https://www.yelp.com/biz/aitken-place-park-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,1.0,"[{'alias': 'parks', 'title': 'Parks'}, {'alias': 'playgrounds', 'title': 'Playgrounds'}]",5.0,[],,,887.9027359741887,parks
1563,149.0,gQD-O6MNZQ2K3st4A7udow,toronto-sculpture-garden-toronto,Toronto Sculpture Garden,https://s3-media3.fl.yelpcdn.com/bphoto/btMgWsOn0HxMzBrY2hAzGg/o.jpg,False,https://www.yelp.com/biz/toronto-sculpture-garden-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,6.0,"[{'alias': 'galleries', 'title': 'Art Galleries'}, {'alias': 'parks', 'title': 'Parks'}]",3.5,[],+14165159658,+1 416-515-9658,459.6792259988217,galleries
1564,149.0,B_6g6_ge8k_ksUY3227NNg,parliament-square-park-toronto,Parliament Square Park,https://s3-media3.fl.yelpcdn.com/bphoto/zazV33_Zjb8uxwjTmiHGMA/o.jpg,False,https://www.yelp.com/biz/parliament-square-park-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,1.0,"[{'alias': 'parks', 'title': 'Parks'}]",3.0,[],,,562.2656006592546,parks
1565,149.0,FkCLuQSnGdzv4MqQWiKFlg,sugar-beach-toronto,Sugar Beach,https://s3-media4.fl.yelpcdn.com/bphoto/cG7YoiGkRylKQH4VbGzPtw/o.jpg,False,https://www.yelp.com/biz/sugar-beach-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,39.0,"[{'alias': 'beaches', 'title': 'Beaches'}]",3.5,[],,,909.9912507026627,beaches
1566,149.0,QIUheP5W2cpvOA7ipSd9wA,moss-park-toronto,Moss Park,https://s3-media4.fl.yelpcdn.com/bphoto/H17h19uYt1Z0rnRpA-DHXA/o.jpg,False,https://www.yelp.com/biz/moss-park-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,8.0,"[{'alias': 'parks', 'title': 'Parks'}]",3.0,[],,,378.3713160756916,parks
1567,149.0,QnIJiCnX-JPomoT4QckN2g,cloud-gardens-toronto,Cloud Gardens,https://s3-media4.fl.yelpcdn.com/bphoto/PmSmrWi7cfWHJjEm_AxHhA/o.jpg,False,https://www.yelp.com/biz/cloud-gardens-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,6.0,"[{'alias': 'parks', 'title': 'Parks'}]",3.5,[],+14163927288,+1 416-392-7288,838.7651502770293,parks
1568,149.0,5jtL9bvI0fHEcht_G9rgGA,sackville-playground-toronto,Sackville Playground,https://s3-media3.fl.yelpcdn.com/bphoto/m3fC-64uwxHi52FlxehOsQ/o.jpg,False,https://www.yelp.com/biz/sackville-playground-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,1.0,"[{'alias': 'dog_parks', 'title': 'Dog Parks'}, {'alias': 'playgrounds', 'title': 'Playgrounds'}]",3.0,[],,,817.7826173275901,dog_parks
1569,149.0,S2hClXWlpLa14XY3GnAbmA,sherbourne-common-toronto,Sherbourne Common,https://s3-media1.fl.yelpcdn.com/bphoto/P0h4USDuBjrKOaB0xZqLNg/o.jpg,False,https://www.yelp.com/biz/sherbourne-common-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,11.0,"[{'alias': 'parks', 'title': 'Parks'}, {'alias': 'playgrounds', 'title': 'Playgrounds'}]",4.0,[],,,733.9672810644372,parks
1570,149.0,vRP9i7ev4hWDf818xUZy6g,yonge-dundas-square-toronto,Yonge-Dundas Square,https://s3-media3.fl.yelpcdn.com/bphoto/4fpu-3F2AZAxjHk1iRFxOQ/o.jpg,False,https://www.yelp.com/biz/yonge-dundas-square-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,70.0,"[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",3.5,[],+14169799960,+1 416-979-9960,1026.402700095021,landmarks
1571,149.0,DWmrhPpuTxPTBP6gssTPmA,princess-street-park-toronto,Princess Street Park,https://s3-media2.fl.yelpcdn.com/bphoto/585rLGrePLZ20ZJSwQ33Gg/o.jpg,False,https://www.yelp.com/biz/princess-street-park-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,1.0,"[{'alias': 'parks', 'title': 'Parks'}]",3.0,[],,,444.3877403245365,parks
1572,149.0,f4kBXI1Pf8Wm89dXcd29Hw,old-city-hall-toronto,Old City Hall,https://s3-media4.fl.yelpcdn.com/bphoto/RZ-zQ3o41YdW-olQGdkSKQ/o.jpg,False,https://www.yelp.com/biz/old-city-hall-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,11.0,"[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",3.5,[],+14163380338,+1 416-338-0338,1002.5216274884536,landmarks
1573,149.0,RQupFTWfmgAhlGAflmbTPQ,david-crombie-park-toronto,David Crombie Park,https://s3-media2.fl.yelpcdn.com/bphoto/PVKjd9u1CAJvPIDM33NXGg/o.jpg,False,https://www.yelp.com/biz/david-crombie-park-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,3.0,"[{'alias': 'parks', 'title': 'Parks'}]",4.0,[],,,330.4346145677468,parks
1574,149.0,0cG8w7jxNAnkX8duZbCEog,orphans-greenspace-dog-park-toronto,Orphan's Greenspace - Dog Park,https://s3-media2.fl.yelpcdn.com/bphoto/zogHFPErxGf-yK83UgGH_A/o.jpg,False,https://www.yelp.com/biz/orphans-greenspace-dog-park-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,4.0,"[{'alias': 'dog_parks', 'title': 'Dog Parks'}]",4.5,[],,,632.8280295656419,dog_parks
1575,149.0,ifoRVp-v_m9S_C8uK-_8yA,gooderham-building-toronto,Gooderham Building,https://s3-media4.fl.yelpcdn.com/bphoto/mBUXjp_bpyruubuUnHuUQg/o.jpg,False,https://www.yelp.com/biz/gooderham-building-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,8.0,"[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",5.0,[],,,503.0795627097659,landmarks
1576,149.0,bKY1jo-vQNn9EqVwhHZQ2g,dog-fountain-toronto,Dog Fountain,https://s3-media3.fl.yelpcdn.com/bphoto/If6NEYnu8_IfAPfJW5qYyA/o.jpg,False,https://www.yelp.com/biz/dog-fountain-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,2.0,"[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",5.0,[],,,578.986407687176,landmarks
1577,149.0,H1OsMlKbHv6IPBjHWl_1bw,egerton-ryerson-statue-toronto,Egerton Ryerson Statue,https://s3-media2.fl.yelpcdn.com/bphoto/CHvIQBBh91S83jP3Qbsa1g/o.jpg,False,https://www.yelp.com/biz/egerton-ryerson-statue-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,1.0,"[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",3.0,[],,,1092.5663307959355,landmarks
